01_01_Introduction.txt,application developer,False,0
01_01_Introduction.txt,applications,False,0
01_01_Introduction.txt,concurrency control,False,0
01_01_Introduction.txt,control,True,0
01_01_Introduction.txt,convenience,True,0
01_01_Introduction.txt,convenient,False,0
01_01_Introduction.txt,data,True,1
01_01_Introduction.txt,data definition language,False,0
01_01_Introduction.txt,data manipulation language,False,0
01_01_Introduction.txt,data model,True,0
01_01_Introduction.txt,database administrator,True,0
01_01_Introduction.txt,database designer,True,1
01_01_Introduction.txt,database implementer,False,0
01_01_Introduction.txt,database management system,True,1
01_01_Introduction.txt,database management systems,False,0
01_01_Introduction.txt,database systems,True,0
01_01_Introduction.txt,declarative,False,0
01_01_Introduction.txt,designer,False,0
01_01_Introduction.txt,developer,False,0
01_01_Introduction.txt,efficiency,True,0
01_01_Introduction.txt,efficient,False,0
01_01_Introduction.txt,framework,False,0
01_01_Introduction.txt,memory,False,0
01_01_Introduction.txt,middle-ware,False,0
01_01_Introduction.txt,multi-user,True,0
01_01_Introduction.txt,persistent,True,1
01_01_Introduction.txt,physical data independence,False,0
01_01_Introduction.txt,reliability,True,1
01_01_Introduction.txt,reliable,False,0
01_01_Introduction.txt,safe,False,0
01_01_Introduction.txt,safety,True,0
01_01_Introduction.txt,schema,True,0
01_01_Introduction.txt,user,False,0
02_01_The_Relational_Model.txt,"tables",False,0
02_01_The_Relational_Model.txt,attributes,True,1
02_01_The_Relational_Model.txt,columns,False,0
02_01_The_Relational_Model.txt,domain,True,0
02_01_The_Relational_Model.txt,efficient implementations,False,0
02_01_The_Relational_Model.txt,high level languages,False,0
02_01_The_Relational_Model.txt,key,True,1
02_01_The_Relational_Model.txt,null,False,1
02_01_The_Relational_Model.txt,null values,False,0
02_01_The_Relational_Model.txt,query,True,0
02_01_The_Relational_Model.txt,relation,False,0
02_01_The_Relational_Model.txt,relational model,True,1
02_01_The_Relational_Model.txt,rows,False,0
02_01_The_Relational_Model.txt,schema,True,0
02_01_The_Relational_Model.txt,set of relations,False,0
02_01_The_Relational_Model.txt,tables,True,1
02_01_The_Relational_Model.txt,tuples,False,0
02_02_Querying_Relational_Databases.txt,actual language,False,0
02_02_Querying_Relational_Databases.txt,compositionality,False,0
02_02_Querying_Relational_Databases.txt,create the schema,False,0
02_02_Querying_Relational_Databases.txt,creating,False,0
02_02_Querying_Relational_Databases.txt,data manipulation language,False,0
02_02_Querying_Relational_Databases.txt,design the schema,False,0
02_02_Querying_Relational_Databases.txt,dml,False,1
02_02_Querying_Relational_Databases.txt,implemented language,False,0
02_02_Querying_Relational_Databases.txt,natural join,False,0
02_02_Querying_Relational_Databases.txt,query and modify,True,1
02_02_Querying_Relational_Databases.txt,querying relational databases,False,0
02_02_Querying_Relational_Databases.txt,relational algebra,True,1
02_02_Querying_Relational_Databases.txt,relational database,True,0
02_02_Querying_Relational_Databases.txt,specific queries,True,1
02_02_Querying_Relational_Databases.txt,sql,True,1
02_02_Querying_Relational_Databases.txt,using,False,0
03_01_Well_Formed_XML_Part_1.txt,attribute,True,0
03_01_Well_Formed_XML_Part_1.txt,attributes,False,0
03_01_Well_Formed_XML_Part_1.txt,closing tag,True,0
03_01_Well_Formed_XML_Part_1.txt,data model,False,1
03_01_Well_Formed_XML_Part_1.txt,extensible markup language,False,0
